run_id,date,time,timestamp,gpu_id,baseline,budget,dataset,lora_rank,step,checkpoint_idx,M,B,N_per_prompt,S,K,T,R,probe_seed,total_bias_norm,total_bias_proj_mean,total_bias_proj_std,budget_bias_rms,baseline_bias_rms,fusion_bias_rms,total_var_mean,total_var_std,within_var_mean,within_var_std,across_var_mean,across_var_std,HL_proxy_mean,HL_proxy_std,g_hat_norm_mean,g_hat_norm_std,g_ref_norm_mean,g_ref_norm_std,reward_mean,reward_std_mean,reward_verifiable_ratio,elapsed_seconds,checkpoint_elapsed_seconds
20260321_165550_grpo_none_mmstar_gpu3,2026-03-21,16:56:06,2026-03-21T16:56:06.998759,3,grpo,none,mmstar,16,0,0,64,2,4,4,2,4,8,42,17.381451,13.666355,15.334569,0.0,15.004233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,77.99147,65.98687,0.375,0.375,0.75,122.19,122.19
20260321_165550_grpo_none_mmstar_gpu3,2026-03-21,17:13:16,2026-03-21T17:13:16.172355,3,grpo,none,mmstar,16,50,1,64,2,4,4,2,4,8,42,15.463917,13.247087,13.439602,0.0,15.474104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,60.504864,74.512283,0.25,0.25,0.5,1160.93,131.76
20260321_165550_grpo_none_mmstar_gpu3,2026-03-21,17:30:40,2026-03-21T17:30:40.880439,3,grpo,none,mmstar,16,100,2,64,2,4,4,2,4,8,42,15.246676,11.378248,12.624529,0.0,16.298151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,43.124115,74.693161,0.25,0.0,0.25,2209.06,135.18
20260321_165550_grpo_none_mmstar_gpu3,2026-03-21,17:47:17,2026-03-21T17:47:17.982988,3,grpo,none,mmstar,16,150,3,64,2,4,4,2,4,8,42,18.991508,15.272437,18.472101,0.0,16.668386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,75.36087,59.178543,0.375,0.375,0.75,3252.27,181.29
20260321_165550_grpo_none_mmstar_gpu3,2026-03-21,18:03:34,2026-03-21T18:03:34.499397,3,grpo,none,mmstar,16,200,4,64,2,4,4,2,4,8,42,1.763122,1.543384,1.684222,0.0,4.575929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,4.986866,8.637505,0.125,0.125,0.25,4136.47,88.97
20260322_201716_grpo_none_mathvista_gpu6,2026-03-22,20:17:33,2026-03-22T20:17:33.055010,6,grpo,none,mathvista,16,0,0,64,2,4,4,2,4,8,42,10.80158,9.581106,10.610826,0.0,11.579168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,39.323364,33.229046,0.5,0.5,1.0,142.01,142.01
20260322_201716_grpo_none_mathvista_gpu6,2026-03-22,20:42:55,2026-03-22T20:42:55.392782,6,grpo,none,mathvista,16,50,1,64,2,4,4,2,4,8,42,6.442171,6.027055,6.394409,0.0,7.118033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,21.691322,28.407356,0.625,0.125,0.75,1588.77,66.43
20260322_201716_grpo_none_mathvista_gpu6,2026-03-22,21:10:19,2026-03-22T21:10:19.961066,6,grpo,none,mathvista,16,100,2,64,2,4,4,2,4,8,42,6.905279,5.23178,6.875724,0.0,6.920731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,20.123287,33.896038,0.5,0.25,0.75,3327.98,161.07
20260322_201716_grpo_none_mathvista_gpu6,2026-03-22,21:35:48,2026-03-22T21:35:48.957748,6,grpo,none,mathvista,16,150,3,64,2,4,4,2,4,8,42,5.190439,4.688672,5.111609,0.0,6.391642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,25.108463,30.192923,0.375,0.125,0.5,4774.72,78.82
20260322_201716_grpo_none_mathvista_gpu6,2026-03-22,22:01:33,2026-03-22T22:01:33.185272,6,grpo,none,mathvista,16,200,4,64,2,4,4,2,4,8,42,2.079231,1.524063,2.03883,0.0,2.919761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,11.07777,6.504134,0.375,0.375,0.75,6424.86,184.73
20260321_111155_grpo_prompt_skip_mathvista_gpu4,2026-03-21,11:12:12,2026-03-21T11:12:12.845407,4,grpo,prompt_skip,mathvista,16,0,0,64,2,4,4,2,4,8,42,6.234331,4.105961,5.422407,0.0,6.867643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,33.481392,28.000128,0.5,0.5,1.0,156.78,156.78
20260321_111155_grpo_prompt_skip_mathvista_gpu4,2026-03-21,11:39:30,2026-03-21T11:39:30.326594,4,grpo,prompt_skip,mathvista,16,50,1,64,2,4,4,2,4,8,42,5.566101,5.273904,5.564043,0.0,4.558675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,19.611893,24.788752,0.625,0.125,0.75,1708.07,70.59
20260321_111155_grpo_prompt_skip_mathvista_gpu4,2026-03-21,12:08:34,2026-03-21T12:08:34.940577,4,grpo,prompt_skip,mathvista,16,100,2,64,2,4,4,2,4,8,42,5.742495,4.922076,5.728349,0.0,4.43997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,16.550463,27.597136,0.5,0.25,0.75,3555.46,173.37
20260321_111155_grpo_prompt_skip_mathvista_gpu4,2026-03-21,12:35:40,2026-03-21T12:35:40.969784,4,grpo,prompt_skip,mathvista,16,150,3,64,2,4,4,2,4,8,42,5.538553,4.982292,4.72026,0.0,5.863179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,16.662849,23.134102,0.375,0.125,0.5,5089.67,81.54
20260321_111155_grpo_prompt_skip_mathvista_gpu4,2026-03-21,13:02:32,2026-03-21T13:02:32.617334,4,grpo,prompt_skip,mathvista,16,200,4,64,2,4,4,2,4,8,42,2.915092,2.792765,2.750389,0.0,2.214039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,10.631464,6.277674,0.375,0.375,0.75,6812.93,193.16
20260321_181629_grpo_prompt_skip_mmstar_gpu7,2026-03-21,18:16:46,2026-03-21T18:16:46.785374,7,grpo,prompt_skip,mmstar,16,0,0,64,2,4,4,2,4,8,42,29.356091,25.751205,28.043472,0.0,29.580561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,100.739487,113.289543,0.375,0.375,0.75,130.38,130.38
20260321_181629_grpo_prompt_skip_mmstar_gpu7,2026-03-21,18:35:07,2026-03-21T18:35:07.213827,7,grpo,prompt_skip,mmstar,16,50,1,64,2,4,4,2,4,8,42,27.327141,23.455324,26.605949,0.0,29.413773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,88.303673,120.662109,0.25,0.25,0.5,1237.38,136.96
20260321_181629_grpo_prompt_skip_mmstar_gpu7,2026-03-21,18:52:39,2026-03-21T18:52:39.719896,7,grpo,prompt_skip,mmstar,16,100,2,64,2,4,4,2,4,8,42,26.552834,23.89603,25.244001,0.0,28.08246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,75.102753,130.081802,0.25,0.0,0.25,2284.25,131.31
20260321_181629_grpo_prompt_skip_mmstar_gpu7,2026-03-21,19:09:17,2026-03-21T19:09:17.118319,7,grpo,prompt_skip,mmstar,16,150,3,64,2,4,4,2,4,8,42,13.806007,13.157812,13.716621,0.0,17.464981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,53.220577,45.287796,0.375,0.375,0.75,3335.92,185.58
20260321_181629_grpo_prompt_skip_mmstar_gpu7,2026-03-21,19:25:41,2026-03-21T19:25:41.347475,7,grpo,prompt_skip,mmstar,16,200,4,64,2,4,4,2,4,8,42,3.471049,2.871156,3.178702,0.0,3.331793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,9.817612,17.004602,0.125,0.125,0.25,4222.48,87.92
20260321_111225_grpo_rollout_alloc_mathvista_gpu3,2026-03-21,11:12:42,2026-03-21T11:12:42.256681,3,grpo,rollout_alloc,mathvista,16,0,0,64,2,4,4,2,4,8,42,10.244571,9.428785,4.006149,0.0,8.18668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,40.259148,37.942375,0.5,0.5,1.0,256.44,256.44
20260321_111225_grpo_rollout_alloc_mathvista_gpu3,2026-03-21,11:58:43,2026-03-21T11:58:43.079488,3,grpo,rollout_alloc,mathvista,16,50,1,64,2,4,4,2,4,8,42,8.736165,7.358627,4.708629,0.0,8.675294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,26.741619,40.780479,0.625,0.125,0.75,2868.82,108.0
20260321_111225_grpo_rollout_alloc_mathvista_gpu3,2026-03-21,12:48:54,2026-03-21T12:48:54.918753,3,grpo,rollout_alloc,mathvista,16,100,2,64,2,4,4,2,4,8,42,9.904366,8.572366,5.065749,0.0,7.988243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,28.491077,48.359833,0.5,0.25,0.75,6068.16,295.5
20260321_111225_grpo_rollout_alloc_mathvista_gpu3,2026-03-21,13:35:44,2026-03-21T13:35:44.567957,3,grpo,rollout_alloc,mathvista,16,150,3,64,2,4,4,2,4,8,42,5.236323,4.503116,3.986697,0.0,3.324287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,18.906605,21.972471,0.375,0.125,0.5,8719.46,137.15
20260321_111225_grpo_rollout_alloc_mathvista_gpu3,2026-03-21,14:23:31,2026-03-21T14:23:31.044313,3,grpo,rollout_alloc,mathvista,16,200,4,64,2,4,4,2,4,8,42,1.850866,1.49202,1.843305,0.0,2.545716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,6.916915,4.182398,0.375,0.375,0.75,11792.28,343.49
20260321_181731_grpo_rollout_alloc_mmstar_gpu6,2026-03-21,18:17:48,2026-03-21T18:17:48.156053,6,grpo,rollout_alloc,mmstar,16,0,0,64,2,4,4,2,4,8,42,12.157882,11.156004,8.841551,0.0,10.957095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,56.643997,49.590244,0.375,0.375,0.75,202.27,202.27
20260321_181731_grpo_rollout_alloc_mmstar_gpu6,2026-03-21,18:46:49,2026-03-21T18:46:49.027849,6,grpo,rollout_alloc,mmstar,16,50,1,64,2,4,4,2,4,8,42,12.336763,10.655369,9.514674,0.0,9.253581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,45.247002,55.674496,0.25,0.25,0.5,1972.67,231.8
20260321_181731_grpo_rollout_alloc_mmstar_gpu6,2026-03-21,19:16:39,2026-03-21T19:16:39.760106,6,grpo,rollout_alloc,mmstar,16,100,2,64,2,4,4,2,4,8,42,11.469639,9.773711,9.877649,0.0,7.389863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,32.44104,56.189529,0.25,0.0,0.25,3765.44,233.84
20260321_181731_grpo_rollout_alloc_mmstar_gpu6,2026-03-21,19:44:35,2026-03-21T19:44:35.046820,6,grpo,rollout_alloc,mmstar,16,150,3,64,2,4,4,2,4,8,42,7.846031,6.174962,6.90092,0.0,14.567856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,46.987503,33.827133,0.375,0.375,0.75,5525.19,318.3
20260321_181731_grpo_rollout_alloc_mmstar_gpu6,2026-03-21,20:11:53,2026-03-21T20:11:53.487364,6,grpo,rollout_alloc,mmstar,16,200,4,64,2,4,4,2,4,8,42,1.433835,1.1944,1.283072,0.0,2.934667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937500025552896.0,0.0,0.0,0.0,4.055501,7.024334,0.125,0.125,0.25,6991.53,146.2
20260321_120403_grpo_subset_select_mathvista_gpu7,2026-03-21,12:04:19,2026-03-21T12:04:19.762578,7,grpo,subset_select,mathvista,16,0,0,64,2,4,4,2,4,8,42,8.279006,7.937968,8.241642,0.002702,11.796679,0.002598,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,30.346569,27.177616,0.5,0.5,1.0,138.77,138.77
20260321_120403_grpo_subset_select_mathvista_gpu7,2026-03-21,12:28:46,2026-03-21T12:28:46.870785,7,grpo,subset_select,mathvista,16,50,1,64,2,4,4,2,4,8,42,5.071545,3.61436,5.008199,0.002051,7.344244,0.005835,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,15.799259,20.079142,0.625,0.125,0.75,1531.55,64.44
20260321_120403_grpo_subset_select_mathvista_gpu7,2026-03-21,12:55:13,2026-03-21T12:55:13.469958,7,grpo,subset_select,mathvista,16,100,2,64,2,4,4,2,4,8,42,5.836496,3.914208,5.803139,0.003542,6.499248,0.001083,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,16.789211,28.299141,0.5,0.25,0.75,3208.39,154.68
20260321_120403_grpo_subset_select_mathvista_gpu7,2026-03-21,13:19:34,2026-03-21T13:19:34.716335,7,grpo,subset_select,mathvista,16,150,3,64,2,4,4,2,4,8,42,6.331892,5.881693,6.179247,0.002303,6.257431,0.000924,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,23.336554,27.694429,0.375,0.125,0.5,4592.75,77.8
20260321_120403_grpo_subset_select_mathvista_gpu7,2026-03-21,13:44:51,2026-03-21T13:44:51.352936,7,grpo,subset_select,mathvista,16,200,4,64,2,4,4,2,4,8,42,2.601419,1.778563,2.490351,0.000968,3.369577,0.000805,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,8.435724,5.009379,0.375,0.375,0.75,6207.27,175.68
20260321_181800_grpo_subset_select_mmstar_gpu4,2026-03-21,18:18:16,2026-03-21T18:18:16.706177,4,grpo,subset_select,mmstar,16,0,0,64,2,4,4,2,4,8,42,15.436478,13.0156,10.012472,0.002924,26.65379,0.004706,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,77.102989,73.818192,0.375,0.375,0.75,113.5,113.5
20260321_181800_grpo_subset_select_mmstar_gpu4,2026-03-21,18:34:51,2026-03-21T18:34:51.530433,4,grpo,subset_select,mmstar,16,50,1,64,2,4,4,2,4,8,42,16.959721,14.628771,10.933465,0.006139,29.063389,0.005183,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,66.296654,80.785522,0.25,0.25,0.5,1122.36,127.54
20260321_181800_grpo_subset_select_mmstar_gpu4,2026-03-21,18:51:56,2026-03-21T18:51:56.296717,4,grpo,subset_select,mmstar,16,100,2,64,2,4,4,2,4,8,42,15.697978,14.023687,8.42355,0.00557,28.677347,0.004621,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,44.400589,76.904076,0.25,0.0,0.25,2153.78,134.19
20260321_181800_grpo_subset_select_mmstar_gpu4,2026-03-21,19:08:30,2026-03-21T19:08:30.451394,4,grpo,subset_select,mmstar,16,150,3,64,2,4,4,2,4,8,42,23.894609,19.393726,23.303324,0.006006,12.837218,0.004503,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,80.47863,73.031281,0.375,0.375,0.75,3191.71,177.96
20260321_181800_grpo_subset_select_mmstar_gpu4,2026-03-21,19:24:16,2026-03-21T19:24:16.772241,4,grpo,subset_select,mmstar,16,200,4,64,2,4,4,2,4,8,42,2.642796,2.270064,2.14263,0.000837,3.076928,0.00139,0.0,0.0,0.0,0.0,0.0,0.0,1875000051105792.0,0.0,0.0,0.0,7.474957,12.947007,0.125,0.125,0.25,4045.2,85.13
20260320_052843_reinforce_none_mathvista_gpu0,2026-03-20,05:30:19,2026-03-20T05:30:19.398958,0,reinforce,none,mathvista,16,0,0,64,2,4,4,2,4,8,42,14.770543,12.941351,14.479095,0.0,0.0,0.0,246.419601,200.508774,0.0,0.0,246.419601,200.508774,0.125,0.0,34.146469,31.650229,40.149635,38.238232,0.5,0.5,1.0,273.63,273.62
20260320_052843_reinforce_none_mathvista_gpu0,2026-03-20,06:07:09,2026-03-20T06:07:09.973127,0,reinforce,none,mathvista,16,50,1,64,2,4,4,2,4,8,42,0.001616,0.001419,0.001582,0.0,0.0,0.0,1e-06,1e-06,0.0,0.0,1e-06,1e-06,0.125,0.0,0.003313,0.001933,0.002794,0.001739,0.625,0.125,0.75,2300.28,89.71
20260320_052843_reinforce_none_mathvista_gpu0,2026-03-20,06:39:35,2026-03-20T06:39:35.981596,0,reinforce,none,mathvista,16,100,2,64,2,4,4,2,4,8,42,0.001639,0.001442,0.001622,0.0,0.0,0.0,6e-06,5e-06,0.0,0.0,6e-06,5e-06,0.125,0.0,0.004153,0.0058,0.003947,0.005084,0.5,0.25,0.75,4538.59,382.01
20260320_052843_reinforce_none_mathvista_gpu0,2026-03-20,07:20:56,2026-03-20T07:20:56.745357,0,reinforce,none,mathvista,16,150,3,64,2,4,4,2,4,8,42,0.00119,0.000991,0.001142,0.0,0.0,0.0,2e-06,2e-06,0.0,0.0,2e-06,2e-06,0.125,0.0,0.002973,0.002953,0.003309,0.001761,0.5,0.5,1.0,6786.09,148.75
20260320_052843_reinforce_none_mathvista_gpu0,2026-03-20,08:00:16,2026-03-20T08:00:16.908326,0,reinforce,none,mathvista,16,200,4,64,2,4,4,2,4,8,42,0.003381,0.002732,0.002963,0.0,0.0,0.0,2e-06,3e-06,0.0,0.0,2e-06,3e-06,0.125,0.0,0.004792,0.002947,0.010019,0.006737,0.75,0.0,0.75,9187.75,190.24
20260321_181854_reinforce_none_mmstar_gpu3,2026-03-21,18:19:10,2026-03-21T18:19:10.204017,3,reinforce,none,mmstar,16,0,0,64,2,4,4,2,4,8,42,26.709427,23.509972,19.198397,0.0,0.0,0.0,1692.341675,2333.381836,0.000124,0.0001,1692.341553,2333.381836,0.125,0.0,82.792679,79.618767,79.004021,75.837646,0.375,0.375,0.75,112.13,112.13
20260321_181854_reinforce_none_mmstar_gpu3,2026-03-21,18:30:31,2026-03-21T18:30:31.301293,3,reinforce,none,mmstar,16,50,1,64,2,4,4,2,4,8,42,0.008535,0.006062,0.008528,0.0,0.0,0.0,0.000254,0.00024,0.0,0.0,0.000254,0.00024,0.125,0.0,0.022558,0.039072,0.015773,0.02732,0.125,0.125,0.25,752.52,71.42
20260321_181854_reinforce_none_mmstar_gpu3,2026-03-21,18:39:42,2026-03-21T18:39:42.782449,3,reinforce,none,mmstar,16,100,2,64,2,4,4,2,4,8,42,0.002195,0.001823,0.002193,0.0,0.0,0.0,2.5e-05,2.9e-05,0.0,0.0,2.5e-05,2.9e-05,0.125,0.0,0.009588,0.010515,0.006626,0.006236,0.5,0.25,0.75,1294.34,61.76
20260321_181854_reinforce_none_mmstar_gpu3,2026-03-21,18:48:01,2026-03-21T18:48:01.092371,3,reinforce,none,mmstar,16,150,3,64,2,4,4,2,4,8,42,0.001721,0.001396,0.001636,0.0,0.0,0.0,4e-06,3e-06,0.0,0.0,4e-06,3e-06,0.125,0.0,0.003539,0.004543,0.004332,0.005867,0.25,0.25,0.5,1791.39,60.5
20260321_181854_reinforce_none_mmstar_gpu3,2026-03-21,19:49:24,2026-03-21T19:49:24.616742,3,reinforce,none,mmstar,16,200,4,64,2,4,4,2,4,8,42,32.347019,24.25692,31.487087,0.0,0.0,0.0,3352.456299,3793.219238,0.000512,0.000717,3352.455811,3793.219482,0.125,0.0,81.88353,141.826431,94.780014,164.163803,0.125,0.125,0.25,6182.85,768.43
20260320_170419_reinforce_prompt_skip_mathvista_gpu0,2026-03-20,17:04:55,2026-03-20T17:04:55.240686,0,reinforce,prompt_skip,mathvista,16,0,0,64,2,4,4,2,4,8,42,10.397495,8.649022,8.556637,0.0,0.0,0.0,408.615265,473.216003,0.000227,0.000165,408.615051,473.215973,0.125,0.0,45.740082,37.23476,45.154716,39.928364,0.5,0.5,1.0,145.98,145.98
20260320_170419_reinforce_prompt_skip_mathvista_gpu0,2026-03-20,17:23:19,2026-03-20T17:23:19.562789,0,reinforce,prompt_skip,mathvista,16,50,1,64,2,4,4,2,4,8,42,0.002241,0.002109,0.002113,0.0,0.0,0.0,6e-06,5e-06,0.0,0.0,6e-06,5e-06,0.125,0.0,0.006601,0.004938,0.00759,0.005818,0.625,0.125,0.75,1150.86,46.54
20260320_170419_reinforce_prompt_skip_mathvista_gpu0,2026-03-20,17:38:06,2026-03-20T17:38:06.962656,0,reinforce,prompt_skip,mathvista,16,100,2,64,2,4,4,2,4,8,42,0.000827,0.000698,0.000813,0.0,0.0,0.0,1e-06,2e-06,0.0,0.0,1e-06,2e-06,0.125,0.0,0.002174,0.00268,0.002241,0.00267,0.5,0.25,0.75,2065.89,74.17
20260320_170419_reinforce_prompt_skip_mathvista_gpu0,2026-03-20,17:51:04,2026-03-20T17:51:04.332761,0,reinforce,prompt_skip,mathvista,16,150,3,64,2,4,4,2,4,8,42,0.006739,0.005391,0.006738,0.0,0.0,0.0,2.9e-05,4.9e-05,0.0,0.0,2.9e-05,4.9e-05,0.125,0.0,0.014703,0.01145,0.016256,0.013144,0.625,0.375,1.0,2827.22,58.13
20260320_170419_reinforce_prompt_skip_mathvista_gpu0,2026-03-20,18:05:32,2026-03-20T18:05:32.523456,0,reinforce,prompt_skip,mathvista,16,200,4,64,2,4,4,2,4,8,42,0.003153,0.002821,0.003116,0.0,0.0,0.0,7e-06,5e-06,0.0,0.0,7e-06,5e-06,0.125,0.0,0.009196,0.001132,0.009709,0.000778,0.875,0.125,1.0,3734.6,97.32
20260322_224621_reinforce_prompt_skip_mmstar_gpu7,2026-03-22,22:46:37,2026-03-22T22:46:37.855926,7,reinforce,prompt_skip,mmstar,16,0,0,64,2,4,4,2,4,8,42,36.472507,31.625729,36.379353,0.0,0.0,0.0,2050.686035,1786.971069,0.000384,0.000468,2050.685791,1786.970581,0.125,0.0,81.111679,93.111244,80.740814,79.513275,0.375,0.375,0.75,113.72,113.72
20260322_224621_reinforce_prompt_skip_mmstar_gpu7,2026-03-22,22:57:44,2026-03-22T22:57:44.154624,7,reinforce,prompt_skip,mmstar,16,50,1,64,2,4,4,2,4,8,42,0.228008,0.200218,0.219404,0.0,0.0,0.0,0.105529,0.138689,0.0,0.0,0.105529,0.138689,0.125,0.0,0.459411,0.795724,0.441102,0.764012,0.125,0.125,0.25,738.02,71.72
20260321_095810_reinforce_rollout_alloc_mathvista_gpu6,2026-03-21,09:58:27,2026-03-21T09:58:27.907734,6,reinforce,rollout_alloc,mathvista,16,0,0,64,2,4,4,2,4,8,42,14.2684,12.004243,10.655511,0.0,0.0,0.0,352.701752,267.478485,0.000217,0.000367,352.701569,267.478333,0.125,0.0,39.270363,32.823776,33.221664,29.222124,0.5,0.5,1.0,274.08,274.08
20260321_095810_reinforce_rollout_alloc_mathvista_gpu6,2026-03-21,10:31:54,2026-03-21T10:31:54.469552,6,reinforce,rollout_alloc,mathvista,16,50,1,64,2,4,4,2,4,8,42,0.002186,0.001654,0.002173,0.0,0.0,0.0,4e-06,2e-06,0.0,0.0,4e-06,2e-06,0.125,0.0,0.005147,0.003591,0.004223,0.00268,0.625,0.125,0.75,2111.52,104.96
20260321_095810_reinforce_rollout_alloc_mathvista_gpu6,2026-03-21,11:03:58,2026-03-21T11:03:58.627991,6,reinforce,rollout_alloc,mathvista,16,100,2,64,2,4,4,2,4,8,42,0.000327,0.000262,0.000299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.001539,0.001028,0.001678,0.001436,0.5,0.25,0.75,4126.24,195.52
20260321_095810_reinforce_rollout_alloc_mathvista_gpu6,2026-03-21,11:30:34,2026-03-21T11:30:34.667450,6,reinforce,rollout_alloc,mathvista,16,150,3,64,2,4,4,2,4,8,42,0.000985,0.000834,0.000806,0.0,0.0,0.0,1e-06,1e-06,0.0,0.0,1e-06,1e-06,0.125,0.0,0.003925,0.00195,0.004262,0.002957,0.625,0.375,1.0,5628.51,101.75
20260321_095810_reinforce_rollout_alloc_mathvista_gpu6,2026-03-21,11:58:37,2026-03-21T11:58:37.683828,6,reinforce,rollout_alloc,mathvista,16,200,4,64,2,4,4,2,4,8,42,0.004098,0.003792,0.003426,0.0,0.0,0.0,7e-06,7e-06,0.0,0.0,7e-06,7e-06,0.125,0.0,0.007226,0.004174,0.010778,0.007933,0.75,0.0,0.75,7397.13,187.35
20260322_185812_reinforce_rollout_alloc_mmstar_gpu7,2026-03-22,18:58:28,2026-03-22T18:58:28.455033,7,reinforce,rollout_alloc,mmstar,16,0,0,64,2,4,4,2,4,8,42,39.8442,32.365631,34.302502,0.0,0.0,0.0,1880.270996,1943.625,0.000495,0.00056,1880.27063,1943.624634,0.125,0.0,82.864182,84.843491,91.997688,104.547478,0.375,0.375,0.75,198.09,198.09
20260322_185812_reinforce_rollout_alloc_mmstar_gpu7,2026-03-22,19:16:39,2026-03-22T19:16:39.163393,7,reinforce,rollout_alloc,mmstar,16,50,1,64,2,4,4,2,4,8,42,0.175843,0.121052,0.156192,0.0,0.0,0.0,0.079355,0.151083,0.0,0.0,0.079354,0.151083,0.125,0.0,0.398383,0.69002,0.337131,0.583929,0.125,0.125,0.25,1206.68,115.97
20260322_185812_reinforce_rollout_alloc_mmstar_gpu7,2026-03-22,19:32:11,2026-03-22T19:32:11.226257,7,reinforce,rollout_alloc,mmstar,16,100,2,64,2,4,4,2,4,8,42,0.158026,0.1256,0.155871,0.0,0.0,0.0,0.127933,0.088926,0.0,0.0,0.127933,0.088926,0.125,0.0,0.511898,0.874728,0.351187,0.59686,0.625,0.375,1.0,2145.02,122.25
20260322_185812_reinforce_rollout_alloc_mmstar_gpu7,2026-03-22,20:04:32,2026-03-22T20:04:32.524870,7,reinforce,rollout_alloc,mmstar,16,150,3,64,2,4,4,2,4,8,42,6.702742,5.640506,6.686183,0.0,0.0,0.0,106.497055,102.66777,1.6e-05,1.6e-05,106.49704,102.667778,0.125,0.0,14.595907,25.276438,16.38216,28.369883,0.25,0.25,0.5,4592.24,628.17
20260322_185812_reinforce_rollout_alloc_mmstar_gpu7,2026-03-22,21:52:37,2026-03-22T21:52:37.185336,7,reinforce,rollout_alloc,mmstar,16,200,4,64,2,4,4,2,4,8,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10925.81,477.08
20260320_072925_reinforce_subset_select_mathvista_gpu0,2026-03-20,07:31:03,2026-03-20T07:31:03.422424,0,reinforce,subset_select,mathvista,16,0,0,64,2,4,4,2,4,8,42,11.56203,8.574724,11.50887,0.0,0.0,0.0,766.380371,574.259705,0.0,0.0,766.380371,574.259705,0.25,0.0,54.369469,50.898331,41.942753,32.757366,0.5,0.5,1.0,282.62,282.62
